Id,Price
725,158523.8633721891
15856,198256.83879802786
5480,267951.44260410086
15664,335157.6353863394
14275,144306.9405445337
7633,197631.519927821
13329,177895.00701564885
5502,222783.47746250074
4220,305521.07765093085
11538,209910.75056863832
15975,276862.5310713853
3310,219354.64087974303
9286,154144.01351803244
11260,178004.18428919066
5214,107086.92540151664
11307,182598.79155316507
13543,367910.310195598
615,187551.7030021653
3495,234464.74342380103
2321,229172.01339447667
12046,189555.1982045103
16688,137674.7453467092
12694,232848.9083212157
783,153326.51867211264
8968,168661.39744520604
13454,179902.78917691094
12190,266237.34090629494
11160,117207.36538853166
10291,186948.6194380368
891,275019.77071057423
2982,181078.41186385797
3818,237878.29236189357
2449,184209.42586917442
8317,165605.68422372142
4922,178953.88060062297
1257,239387.45229941158
9348,191814.81746671023
4176,188423.29022341446
10704,170188.37201781885
6624,122786.78057475571
5428,199225.1269653702
12749,169716.67573739644
8994,199649.87203489948
11513,150886.18153385585
3047,179185.89933392714
9519,206697.213318067
12309,219949.39765915123
14081,289584.4992785284
8334,246951.14318371064
6343,179535.0276310124
14788,129667.3678039265
15748,428260.63494750526
153,247261.56378473423
14149,192152.50410310345
269,169411.5773066381
5452,134700.31495672275
721,161275.03040023026
5079,373979.2615263314
2831,121942.9118658187
10614,114030.35699872504
10131,259489.15803393666
9996,302246.549723143
3061,190006.76599358788
11733,341731.96307065594
3726,238529.19261466892
10929,212023.04931146099
9011,194088.55218533473
16182,311612.76402255864
4976,180764.216439494
9897,248710.22512907235
1872,151090.72556619864
9205,329578.02325721004
5403,411620.9928567758
14074,194911.02964593377
6268,150420.41271955724
14232,168250.0039922992
8532,230997.25797985212
7034,319160.64594730193
6553,451627.18826361885
3133,172422.58720316857
8596,201008.6739830393
12389,260143.96458358096
14462,178173.42660020854
8860,354189.75741059036
8377,296984.8006706519
6367,310781.8200093403
6917,253780.58294694667
4216,198069.09642525777
5806,170135.45840366057
5438,186293.78247880176
6632,198805.38925540974
2650,162448.4430720275
5396,214879.80541996687
4044,149935.92154539333
1345,211307.29413935912
856,174841.23976304318
12791,259859.20345343032
12499,217983.22729634846
12249,128166.2740089456
14641,142247.00741880122
1919,159176.16514226457
7848,192415.77845491382
10749,185543.15988666055
15554,185969.4808148315
15834,171683.37776111302
1355,161597.41114974397
15451,184037.3267373431
12401,204297.3007348873
10290,169916.87886087855
9462,129755.86522376993
3103,254634.85293411324
3420,132297.7548816138
12262,241406.53425916217
5032,154307.37919912732
8949,282197.3159503126
15567,225593.56068591907
16389,164098.6732382801
7809,85471.85033568657
8990,162383.39631669715
16089,262986.29518966965
12743,92640.76739244313
5132,120233.54130443858
1619,283647.7588003881
2428,128123.32249435833
16741,155121.84143891302
13193,204599.21381975192
12588,496576.5279002163
5067,170893.77639376707
14685,123187.43540276123
2292,174612.24071967
5746,130028.77332914899
12578,158054.92735056195
14834,165143.66846071242
2147,180357.5206706374
8222,127556.52760316982
10419,268739.21329907
11492,207826.0576750443
3006,211388.40818305896
8761,195410.696092844
15371,348948.82133261877
16367,153665.85927445506
6317,270358.39799734746
10878,273519.40863619087
3895,152441.12086715465
8041,183832.18190509165
13428,455506.63654722925
14669,161289.55055124327
1006,181297.21519180242
12271,176699.82513184313
3764,382322.50542929006
7675,192679.15267216816
11709,274418.183976371
8629,155719.55676685658
1105,290704.58471553033
6096,174395.65077137153
11727,212079.4750464353
5157,186289.01735893617
3679,165030.73683737344
1755,138857.2150585201
7391,170432.06823121425
7425,99736.93693914294
6882,389486.236293933
10752,343930.2603968898
7472,185893.4943694341
14320,97356.95161760015
9596,161687.60874236716
5317,200361.2776591973
7378,87038.03410151046
16154,181877.95150044208
3464,198572.00611222434
4197,238867.59400420208
9477,114619.91037156938
12705,199510.00120522623
16426,201135.31369972017
1481,69367.17693135951
9946,258711.21840632154
12025,201529.16755008508
5341,234325.2641566059
9923,266941.2482972573
7953,241570.29267684382
11066,258621.0582772493
5037,174930.39403361373
2509,194477.5094752001
4937,338683.9707313695
12089,381526.7446446636
4964,178797.8712765985
16500,260534.67885790698
4625,144036.89908170112
2363,404776.17466759076
8148,183039.14159915905
3804,184623.43244606166
4584,154691.06260313472
10694,109764.78787242892
2691,171466.4302061419
2983,229271.23576682707
13563,309844.3289151029
10747,219111.58718890767
1721,214497.60112765848
2789,295907.8991466186
7214,256505.54283128667
8659,222981.63295276638
5107,319966.6912294883
3843,231762.92194906337
14610,414433.88683040015
15505,163356.34977978087
5060,264563.4624640692
16055,247841.91490178724
14963,176588.6119082645
4118,136886.70750350974
1672,209064.0730362682
3209,177080.30263479176
16515,146641.58385834235
973,176625.02127661277
12529,182736.52395029913
5896,118825.54323078443
5450,314452.51124614046
3249,176417.37025378642
8911,182164.68722526167
5898,210829.61551268082
1024,180241.29062722373
4766,191941.51127892864
15804,185594.95201358848
14303,200842.68548210984
10707,195575.2267818531
6605,199789.14632643497
1138,473342.15972331713
14088,447774.83640712366
9154,186245.12579200402
8190,202483.88008474163
398,302257.2806845205
13302,235196.4719043588
9696,152889.33022492184
16786,120688.07498206946
16230,212887.1454221832
6552,185040.6450003348
923,220878.0875072753
9602,312600.8286105634
5857,245972.43185241407
8120,173235.09889005133
7134,191591.6319727014
11726,167514.16381858362
8069,116874.45963461755
12420,170675.84789259767
8604,208186.45946747626
4854,287144.4947242932
12212,181944.71991438526
12099,367797.8082901201
3882,401928.8274558797
6995,355117.3404600685
10172,212909.475514354
11672,283088.70157145255
12897,267690.26740271266
16097,201330.8731997105
6779,304315.7602176197
11199,193619.00322441172
10816,405197.9933299751
143,386208.51459118904
5399,269762.69253602385
3286,151282.13796515955
13706,189733.16170960723
1935,390570.3209569926
16000,185915.02965713415
2860,198317.12310832084
11407,193295.58959850465
16378,273698.225945523
12278,181774.033370477
3842,160638.60962903142
2692,344442.0650732366
7699,196997.61294390995
6825,308124.814361811
7268,311811.17599085264
1477,382714.23106459307
9887,190088.84919080118
9436,187950.52653796456
3179,222737.55435483187
1350,438776.39010075893
10643,199151.83856692558
5793,237602.13915369572
11494,424616.48261355615
4206,189432.6130547756
12419,239204.09133172443
8530,217460.15648071078
5985,124801.81199584434
8908,196945.21922652994
256,125190.91821070778
7234,189538.39883864226
5648,211213.34668799062
3014,229819.81079508647
2184,173339.1932334207
9189,251182.81073212254
14884,199235.89489146048
10333,172765.51070352094
15896,138587.44056406288
13269,152888.96864764582
8603,227416.6676309538
15087,181667.28306369475
4344,206269.17353169966
7981,75297.60192703042
10908,243210.90613717632
6190,163317.72038931499
11742,206875.36099646962
9224,146918.95415446642
14667,212086.15835208382
458,184835.78442341008
2464,328594.7053346395
12320,235923.33688084822
278,209674.57860563183
2912,228577.6687293288
6698,208896.73347331778
4510,112696.73966509035
4183,179147.61053467233
5551,253015.75518384858
12187,192185.4461780994
7948,222709.46365145355
10808,194411.22300024595
12432,181498.53386330622
5356,179911.90364574332
8984,505028.34516415204
9203,181013.2599734976
15412,84386.69197544132
12041,133716.23377771385
